nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,gasto_total_par,gasto_total_gab,salario_bruto,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
EVAIR VIEIRA DE MELO,M,87,3,2,67,1,4,02/04/1972,"313.850,79",0.10779716775134517%,"33.763,00","38.264,38","46.197,13","61.029,26","43.315,06","38.441,09","24.394,91","23.069,95","14.844,44","2.615,55","21.562,76",-,-,"106.904,01","110.527,26","107.201,84","108.042,26","107.178,21","111.172,72","111.328,33","111.555,88","111.526,13","111.526,13","116,26",-
FABIO CRUZ MITIDIERI,M,54,10,8,17,8,19,24/02/1977,"227.041,28",0%,"33.763,00","35.258,61","43.620,72","33.042,39","45.112,33","44.648,72","24.812,68","545,83",-,-,-,-,-,"109.876,31","106.389,76","109.876,31","109.876,31","109.876,31","107.693,02","97.566,52","111.538,26","111.538,26","111.538,26","0,00",-
EXPEDITO GONCALVES FERREIRA NETTO,M,82,9,1,2,3,16,05/10/1988,"220.835,31",0.37693418267367806%,"33.763,00","14.767,54","30.093,83","31.810,97","25.416,15","30.510,09","18.925,02","27.570,19","12.641,28","1.388,85","26.729,31",-,-,"111.544,33","111.544,33","111.544,33","111.539,45","111.529,16","111.100,52","109.785,83","109.894,82","110.132,19","100.766,33","982,08",-
FABIO DE ALMEIDA REIS,M,80,4,8,35,0,1,15/04/1977,"312.655,57",0.7631172520448368%,"33.763,00","39.865,80","33.581,68","32.144,11","38.648,54","43.493,01","34.772,71","32.086,43","21.185,40","13.796,32","22.090,53",-,-,"108.307,92","109.336,37","109.408,57","111.574,66","111.574,66","111.574,66","111.574,66","111.574,66","111.574,66","110.708,23","991,04",-
FÁBIO LUIZ SCHIOCHET FILHO,M,85,3,4,20,2,5,31/05/1988,"376.844,53",4.783036627812547%,"33.763,00","37.195,31","41.648,60","42.043,11","43.700,43","46.815,31","50.091,13","31.304,74","25.939,12","21.593,26","32.923,73",-,-,"111.568,63","111.568,63","111.568,63","111.568,63","111.568,63","111.544,55","111.526,14","111.107,56","111.107,56","110.990,16","3.589,79",-
FÁBIO RICARDO TRAD,M,90,1,1,88,0,3,18/08/1969,"152.297,71",0%,"33.763,00","9.479,45","21.339,35","11.214,78","25.209,13","41.034,10","12.053,32","5.465,70","14.089,48","2.400,90","10.011,50",-,-,"111.501,88","111.501,88","111.501,88","111.501,88","111.324,76","111.501,88","111.501,88","111.501,88","110.217,75","110.173,47","0,00",-
FABIO HENRIQUE SANTANA DE CARVALHO,M,90,0,2,75,0,22,19/06/1972,"368.613,32",0.05141451599970119%,"33.763,00","40.955,79","38.278,23","46.688,34","51.837,95","53.420,14","35.534,63","55.589,55","24.846,87","10.956,64","10.467,67",-,-,"110.763,22","111.436,47","110.870,47","109.456,57","105.066,49","110.377,32","111.465,54","111.465,54","111.465,54","111.592,91","37,51",-
FÁBIO AUGUSTO RAMALHO DOS SANTOS,M,88,0,4,19,0,17,22/12/1961,"289.106,94",1.0606479005311873%,"33.763,00","37.959,25","46.993,70","34.431,36","36.101,94","27.698,63","23.280,97","25.058,29","19.706,66","17.071,96","19.557,03",-,-,"106.849,52","105.995,76","104.102,48","103.699,99","110.337,36","104.762,87","104.762,87","110.775,07","111.665,77","110.131,11","1.247,15",-
FAUSTO RUY PINATO,M,77,12,3,43,11,11,01/06/1977,"325.423,53",0.0896273918648135%,"33.763,00","23.272,69","28.054,73","37.320,63","63.069,18","39.811,88","29.443,84","35.430,36","32.548,24","26.577,30","9.821,07",-,-,"91.753,84","90.661,58","91.078,38","98.083,43","93.641,40","98.203,30","101.733,13","105.365,38","105.151,12","105.151,12","73,61",-
JOSÉ CARLOS VERAS DOS SANTOS,M,89,3,0,42,8,33,10/08/1981,"345.824,22",1.036015292467432%,"33.763,00","23.450,32","50.658,26","60.586,84","65.132,56","37.074,81","29.707,30","34.668,74","24.844,59","5.992,91","12.474,14",-,-,"102.271,86","100.443,89","100.443,89","108.026,51","105.043,78","106.855,41","109.678,36","109.831,56","109.119,16","111.059,01","1.233,75",-
LUIS FELIPE BONATTO FRANCISCHINI,M,86,2,4,26,1,39,02/10/1991,"290.395,16",0.14556538688004614%,"33.763,00","36.420,46","40.851,46","28.714,76","52.025,43","44.628,80","41.969,22","15.569,99","12.110,34","3.776,09","14.128,61",-,-,"111.598,86","111.598,86","111.598,86","111.598,86","111.598,86","111.598,86","111.598,86","110.754,73","107.237,53","107.993,61","200,00",-
FELIPE AUGUSTO LYRA CARRERAS,M,77,4,11,70,1,41,16/04/1975,"179.450,41",0%,"33.763,00","14.274,35","25.074,36","19.915,93","21.740,82","14.515,87","16.037,40","21.745,42","29.974,45","4.715,52","11.456,29",-,-,"108.137,52","111.659,58","111.659,58","111.659,58","111.659,58","111.571,02","109.331,88","111.617,16","111.617,16","111.617,16","0,00",-
FELÍCIO LATERÇA DE ALMEIDA,M,84,7,1,103,6,6,26/05/1967,"349.386,70",1.8947988014705561%,"33.763,00","33.761,68","41.861,86","62.060,32","38.642,49","40.359,41","19.555,55","31.845,60","22.935,73","20.966,82","36.390,31",-,-,"103.822,74","108.245,62","111.562,78","92.281,25","109.721,17","106.166,20","108.227,55","109.988,01","108.902,30","111.086,75","1.006,93",-
FELIX DE ALMEIDA MENDONÇA JÚNIOR,M,86,6,0,30,8,16,29/11/1963,"319.162,29",1.8037392199797047%,"33.763,00","30.256,20","36.235,51","35.264,16","50.388,49","42.584,56","23.719,29","43.121,12","20.178,34","14.497,37","20.897,48",-,-,"111.574,69","111.574,69","111.574,69","111.574,69","111.574,69","99.983,33","107.556,02","108.772,32","109.170,84","110.100,73","2.019,77",-
CARLOS ALBERTO ROLIM ZARATTINI,M,86,2,4,20,1,19,08/06/1959,"297.688,94",1.1762904590063916%,"33.763,00","27.151,54","32.367,11","64.118,33","55.777,06","25.278,01","28.292,59","25.051,27","14.054,68","10.433,06","13.858,47",-,-,"111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","111.544,42","1.306,82",-
FELIPE RIGONI LOPES,M,86,6,0,84,7,32,13/06/1991,"313.806,08",1.4473176282602287%,"33.763,00","41.526,20","38.040,74","37.743,41","54.439,33","40.781,58","34.092,96","18.297,10","23.638,57","8.762,92","15.046,17",-,-,"97.934,05","100.493,35","100.959,56","104.522,55","100.959,56","89.598,50","80.482,02","93.565,41","93.565,41","99.429,69","1.437,10",-
CASSIO COELHO ANDRADE,M,70,22,0,36,15,25,12/09/1981,"307.608,33",0%,"33.763,00","21.728,53","32.899,83","26.323,38","58.046,30","50.683,51","36.031,58","14.449,73","9.264,77","3.863,84","54.316,86",-,-,"111.653,55","111.594,40","111.574,68","111.574,68","111.574,68","111.574,67","110.238,62","111.444,93","111.465,48","111.465,48","0,00",-
CELIO ALVES DE MOURA,M,88,0,4,55,0,34,13/08/1953,"434.157,96",90.98923665203228%,"33.763,00","31.534,98","24.693,74","51.336,16","65.154,84","56.438,80","58.388,47","36.339,51","45.541,60","25.615,39","35.259,62",-,-,"111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","111.544,38","3.854,85",-
CELSO MALDANER,M,82,5,5,22,2,1,30/08/1953,"317.478,20",0.7305881170137525%,"33.763,00","24.680,20","30.121,77","39.390,58","41.007,63","32.327,41","27.013,34","28.086,87","25.892,83","22.344,17","45.612,04",-,-,"111.010,67","111.140,65","111.370,11","109.190,92","108.394,27","109.485,71","110.743,36","111.470,49","111.162,32","110.592,90","1.001,36",-
ANTONIO CEZAR CORREIA FREIRE,M,85,0,7,38,0,39,12/12/1973,"325.836,31",1.5265970592149156%,"33.763,00","37.003,29","36.167,38","38.256,80","47.505,37","50.290,01","20.781,53","34.316,10","29.210,00","16.683,05","14.273,67",-,-,"111.383,97","110.930,03","111.423,09","111.169,89","111.423,09","111.423,09","110.326,94","111.485,72","111.538,36","111.538,36","1.349,11",-
CHARLES FERNANDES SILVEIRA SANTANA,M,90,1,1,35,0,6,15/03/1965,"323.285,96",1.3131442862600156%,"33.763,00","24.256,26","47.976,68","50.658,86","48.292,35","46.560,45","27.745,84","27.027,00","19.586,71","19.284,11","10.381,44",-,-,"111.439,65","111.389,19","111.507,90","110.522,28","111.507,88","111.149,99","111.433,52","111.507,87","111.507,87","110.870,57","1.516,26",-
CELSO UBIRAJARA RUSSOMANNO,M,89,2,1,30,5,3,20/08/1956,"173.626,19",0%,"33.763,00","5.918,88","28.583,18","23.440,72","24.383,53","32.244,15","25.438,32","19.954,21","5.651,37","1.220,62","6.791,21",-,-,"96.961,81","98.308,99","100.425,40","103.522,12","103.329,11","104.152,03","107.493,07","105.272,98","103.828,92","103.579,24","0,00",-
CELSO SABINO DE OLIVEIRA,M,77,6,9,28,4,13,29/08/1978,"350.349,09",0.04238757503105394%,"33.763,00","35.687,11","41.271,47","41.719,51","53.029,49","35.533,17","42.929,38","37.781,33","16.249,92","14.266,05","31.829,16",-,-,"111.111,11","111.280,24","111.379,14","109.110,72","110.872,20","108.438,60","109.562,14","105.568,87","103.896,09","103.640,32","52,50",-
CELIO ANTONIO DA SILVEIRA,M,88,4,0,31,1,6,19/09/1959,"249.268,07",0.030908373686128823%,"33.763,00","18.102,06","29.238,30","30.935,93","31.959,23","27.982,39","18.044,17","17.332,28","17.806,01","16.854,28","40.969,73",-,-,"111.671,79","111.671,79","111.671,79","111.671,79","111.671,79","110.968,96","109.631,33","111.578,65","111.441,29","111.441,29","43,69",-
CELIO STUDART BARBOSA,M,80,3,9,16,3,16,19/06/1987,"334.771,25",0.11122562407029281%,"33.763,00","42.405,28","77.088,77","34.915,78","46.271,91","50.390,81","22.564,85","25.601,39","14.660,40","4.343,55","16.378,51",-,-,"111.276,50","111.198,61","111.550,82","111.653,55","111.653,55","107.237,22","111.313,87","108.312,84","107.025,30","107.025,30","150,00",-
LUIZ ARMANDO SCHROEDER REIS,M,84,4,4,40,0,1,23/06/1957,"243.119,72",0.8921077760816031%,"33.763,00","12.148,50","26.826,54","33.216,85","49.749,39","48.925,26","25.127,17","20.027,71","10.975,22","4.534,03","9.709,47",-,-,"101.236,10","103.071,39","111.201,67","110.773,16","110.216,08","111.095,62","111.269,37","111.508,09","111.508,09","110.157,74","1.879,58",-
FRANCISCO JOSÉ D'ANGELO PINTO,M,83,3,6,31,2,34,11/02/1953,"284.234,89",0.4746595245654859%,"33.763,00","31.896,36","27.273,29","30.877,95","41.207,47","43.620,43","32.636,24","30.772,24","20.679,40","17.903,83","6.817,68",-,-,"111.574,71","111.574,71","110.060,41","111.423,07","111.423,07","111.423,07","111.423,07","111.423,07","111.423,07","111.481,37","550,00",-
JOÃO FRANCISCO INÁCIO BRAZÃO,M,84,0,8,50,0,4,22/02/1962,"291.545,15",0%,"33.763,00","5.628,16","25.886,77","61.019,13","49.940,05","45.809,13","27.195,38","11.919,52","9.234,91","18.890,85","36.021,25",-,-,"111.623,18","110.117,12","110.943,03","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","0,00",-
CHARLLES THOMACELLI EVANGELISTA,M,88,4,0,27,5,4,27/12/1984,"272.031,91",0%,"33.763,00","22.449,08","36.430,49","47.122,47","49.948,09","36.668,39","24.701,10","21.331,84","25.587,97","1.432,93","6.359,55",-,-,"102.330,37","102.010,39","103.658,78","106.859,77","105.928,21","104.041,72","106.811,02","110.258,36","110.258,36","107.229,36","0,00",-
CHRISTINO AUREO DA SILVA,M,87,5,0,22,7,7,26/04/1962,"364.334,75",1.6255744881092236%,"33.763,00","35.707,47","43.836,64","42.917,16","53.926,39","48.167,17","32.622,07","26.143,21","21.788,64","18.368,80","40.258,88",-,-,"111.412,57","111.647,36","107.066,29","111.604,92","111.310,13","111.604,92","111.604,92","111.604,92","111.585,50","111.568,51","598,32",-
JOÃO CHRISÓSTOMO DE MOURA,M,89,0,3,68,0,35,23/06/1959,"368.076,13",0.3907482031289894%,"33.763,00","43.569,56","50.409,86","41.654,50","49.488,53","41.798,47","35.493,95","36.213,06","25.552,93","16.022,94","27.378,01",-,-,"107.323,44","106.208,72","102.467,86","98.159,34","107.196,50","108.000,77","107.946,98","108.363,78","109.587,98","109.307,85","494,32",-
CLÁUDIO CAJADO SAMPAIO,M,81,10,1,24,2,1,01/12/1963,"319.967,50",0.16151699344515585%,"33.763,00","25.338,77","40.167,84","53.444,52","27.640,24","42.649,60","33.006,34","28.893,21","31.157,71","9.849,66","27.619,61",-,-,"111.538,31","107.663,10","107.365,01","111.611,11","108.851,14","111.611,11","111.611,11","111.611,11","111.611,11","109.134,89","200,00",-
CLEBER VERDE CORDEIRO MENDES,M,91,1,0,15,0,19,10/05/1972,"275.663,96",0%,"33.763,00","14.582,42","18.944,35","47.074,36","99.276,90","45.118,81","13.222,16","16.834,74","8.782,05","4.751,79","7.076,38",-,-,"110.588,35","105.407,76","109.632,33","111.342,09","97.860,55","111.580,81","111.580,81","111.580,81","111.580,81","110.238,31","0,00",-
LUIS ANTONIO FRANCISCATTO COVATTI,M,89,0,3,33,1,12,25/07/1987,"354.596,62",0.6799162468483261%,"33.763,00","39.901,49","64.904,76","45.888,49","61.494,69","45.547,51","34.354,07","35.673,58","7.646,43","612,00","17.873,82",-,-,"110.922,09","111.617,12","107.422,09","110.840,89","109.771,87","108.844,64","97.398,86","110.212,41","110.288,12","110.463,07","699,78",-
MARCIO TADEU ANHAIA DE LEMOS,M,88,0,4,61,0,14,30/09/1965,"331.923,00",17.561327279795915%,"33.763,00","37.359,64","45.903,08","33.260,17","48.565,66","32.063,81","27.237,62","25.482,15","17.392,78","17.775,38","28.430,40",-,-,"111.127,47","109.317,63","107.351,00","110.345,01","101.360,55","108.448,48","106.340,00","111.358,01","111.459,56","111.459,56","18.452,31",-
CRISTIANO DUTRA VALE,M,80,12,0,25,5,3,10/04/1970,"339.850,13",0.3567312833025139%,"33.763,00","20.452,98","49.639,93","30.338,48","49.829,99","43.108,68","38.126,87","26.721,78","30.470,89","32.141,42","18.563,85",-,-,"110.040,22","103.847,89","110.040,22","103.859,15","105.919,51","98.892,22","97.650,62","104.977,00","107.755,43","110.676,12","455,26",-
DAGOBERTO NOGUEIRA FILHO,M,80,12,0,4,0,0,21/07/1955,"388.891,74",0.06857652672935137%,"33.763,00","33.968,57","43.913,03","45.172,41","39.158,72","46.082,30","43.879,61","41.129,03","39.057,91","31.905,09","24.585,90",-,-,"111.166,05","111.277,60","111.277,60","111.277,60","111.277,60","111.277,60","110.863,55","110.859,05","110.859,05","111.211,03","39,17",-
DAMIÃO FELICIANO DA SILVA,M,81,10,1,29,7,24,28/04/1952,"299.356,24",0.3516389018763596%,"33.763,00","33.696,89","30.513,30","45.137,92","39.985,25","53.251,62","21.830,00","19.723,61","12.971,79","10.939,09","30.722,02",-,-,"111.054,03","106.603,56","94.753,60","107.855,77","91.868,67","111.429,12","111.429,12","109.759,06","107.977,67","108.783,05","584,75",-
JOSIAS MARIO DA VITORIA,M,89,0,3,0,0,0,02/06/1971,"342.528,51",3.255215803931392%,"33.763,00","39.721,75","61.373,19","36.361,78","37.143,23","48.373,97","27.515,03","30.632,01","27.567,15","23.415,71","8.098,49",-,-,"109.916,03","109.232,89","110.340,24","110.968,15","110.968,15","110.968,15","111.559,84","110.395,01","111.192,57","108.308,77","2.326,20",-
GLAUSKSTON BATISTA RIOS,M,73,11,8,10,4,0,22/12/1973,"242.210,77",0%,"33.763,00","10.991,80","11.824,00","26.296,76","121.027,92","43.887,86","6.316,73","6.012,78","307,54","1,58","15.543,80",-,-,"111.277,44","110.313,37","111.653,47","111.653,47","111.653,47","111.548,53","99.804,96","101.249,81","111.501,81","111.501,81","0,00",-
GLAUBER DE MEDEIROS BRAGA,M,88,3,1,46,3,16,26/06/1982,"249.152,28",0%,"33.763,00","17.256,11","31.524,84","46.990,34","43.161,14","41.104,72","26.199,00","21.782,77","8.772,04","3.355,87","9.005,45",-,-,"111.635,78","111.635,78","111.635,78","106.112,74","100.164,04","110.185,24","108.335,96","106.862,15","108.335,96","108.335,96","0,00",-
LUIZ GONZAGA PATRIOTA,M,80,6,6,28,7,25,26/04/1946,"377.421,31",45.012099814394055%,"33.763,00","23.321,92","41.059,43","44.638,78","47.392,53","37.071,52","33.365,05","14.810,82","24.895,76","15.356,60","28.298,48",-,-,"111.537,98","111.533,39","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","111.580,83","67.210,42",-
JOSÉ GUILHERME NEGRÃO PEIXOTO,M,92,0,0,20,0,12,13/11/1961,"256.610,23",0.7543999216315503%,"33.763,00","20.164,29","32.606,94","19.433,99","44.132,42","27.096,29","31.276,49","28.081,91","26.381,12","12.089,61","14.182,00",-,-,"108.657,03","110.067,97","109.025,07","109.965,86","109.756,34","101.721,15","95.424,72","107.166,92","106.267,03","106.325,54","1.165,17",-
GUILHERME MUSSI FERREIRA,M,55,15,22,0,2,1,14/10/1982,"167.339,76",0.09972593671846006%,"33.763,00","13.411,67","40.786,13","29.938,94","27.120,16","21.082,66","3.643,94","8.274,08","7.555,10","5.000,20","10.287,16",-,-,"111.423,08","111.370,21","110.695,37","111.363,58","111.335,52","111.326,61","111.432,25","111.611,10","111.611,10","111.611,10","239,72",-
JOÃO CARLOS SOARES GURGEL,M,91,0,1,45,0,9,02/12/1980,"304.315,99",0.23169625885443515%,"33.763,00","30.854,01","50.602,99","53.138,70","41.300,20","41.056,98","29.009,30","16.063,62","23.894,73","4.534,47","13.654,20",-,-,"108.173,01","94.076,65","98.798,22","105.810,92","97.414,57","106.438,09","111.465,45","110.479,86","110.137,04","100.537,37","206,79",-
GUSTAVO BONATO FRUET,M,91,1,0,26,0,1,18/04/1963,"372.531,13",0.5811359032707859%,"33.763,00","51.898,88","69.808,76","56.026,78","47.334,53","68.837,63","23.097,35","16.604,91","8.174,92","2.810,21","27.565,23",-,-,"105.805,10","106.054,78","106.054,78","106.054,78","106.054,78","106.019,19","103.701,22","103.701,22","108.481,10","111.352,39","371,93",-
GUTEMBERG REIS DE OLIVEIRA,M,80,0,12,28,0,19,09/09/1979,"333.354,79",3.2415912530271926%,"33.763,00","31.811,03","37.058,19","39.957,54","39.003,29","35.397,82","35.548,76","35.184,90","23.289,89","18.535,79","35.373,06",-,-,"111.586,82","111.586,82","110.729,78","111.586,82","110.789,77","111.146,85","111.458,26","111.246,74","111.586,82","111.586,82","2.194,52",-
LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,M,76,10,6,9,3,17,16/02/1982,"300.709,54",0%,"33.763,00","7.595,71","72.060,11","19.440,13","53.501,99","61.050,02","62.592,98","9.368,45","5.296,21","4.189,16","5.614,78",-,-,"111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","111.671,61","0,00",-
HAROLDO ALVES CAMPOS,M,37,0,4,0,0,0,11/05/1953,"206.440,60",0.22585524867618423%,"33.763,00","36.917,58","38.592,67","38.415,39",-,"17.064,17",-,-,"17.838,49","26.371,35","30.980,95",-,-,"110.733,36","111.538,36","111.538,36","111.538,36","111.538,36","106.037,07","108.248,33","108.152,26","111.475,89","110.582,12","260,00",-
HEITOR RODRIGO PEREIRA FREIRE,M,79,13,0,21,20,30,08/10/1981,"428.893,06",0%,"33.763,00","44.459,28","22.147,14","58.578,83","47.573,98","44.388,99","24.699,86","52.243,35","24.034,75","32.084,10","78.682,78",-,-,"111.447,23","110.953,30","110.359,50","111.481,10","110.475,29","109.817,62","111.314,25","111.150,06","110.377,84","109.281,31","0,00",-
HEITOR JOSE SCHUCH,M,78,12,2,27,4,4,25/03/1962,"320.324,09",0.9578906905444856%,"33.763,00","17.534,05","27.229,69","41.738,13","71.235,90","47.628,10","26.290,08","28.128,15","20.506,74","19.998,13","18.646,87",-,-,"107.595,60","107.595,60","107.595,60","111.653,64","110.706,76","111.528,48","108.951,61","106.686,31","103.422,30","103.422,30","1.388,25",-
HELIO LEITE DA SILVA,M,86,3,3,26,0,39,09/12/1957,"315.255,89",0.26013498258240847%,"33.763,00","38.353,51","33.114,24","50.848,23","82.360,81","40.083,76","17.710,54","18.649,82","15.787,41","9.334,72","8.622,84",-,-,"111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.467,04","390,01",-
HELDER IGNACIO SALOMAO,M,88,3,1,35,9,11,08/03/1964,"288.776,51",0.46810474638213573%,"33.763,00","22.858,70","46.569,54","43.715,68","39.193,71","35.739,34","25.804,13","25.901,62","20.309,17","15.007,85","13.093,49",-,-,"108.620,67","108.620,67","108.620,67","108.620,67","108.620,67","111.370,72","111.465,55","111.465,55","111.465,55","111.465,55","583,28",-
HELIO FERNANDO BARBOSA LOPES,M,85,2,5,11,2,19,28/03/1969,"330.068,75",0.9419998719730349%,"33.763,00","26.662,70","20.129,73","20.908,71","126.009,87","15.959,57","40.424,07","19.559,06","19.728,52","21.207,48","18.877,17",-,-,"100.983,71","100.983,71","105.907,19","109.879,71","107.619,71","110.955,90","110.955,90","110.955,90","110.955,90","110.955,90","601,87",-
